id,shipment,number_customer_calls,customer_rating,product_cost,number_prior_purchases,product_importance,gender,discount,weight,weekday_of_purchase,week_of_purchase,on_Time
8280,Flight,5,1,255,5,low,M,3,1574,4,24,0
8281,Flight,4,4,225,5,low,F,1,1476,4,24,0
8282,Flight,4,5,233,6,low,M,8,1176,4,24,1
8283,Flight,6,1,285,4,low,F,3,1448,4,24,0
8284,Ship,5,5,272,4,medium,M,10,1383,4,24,0
8285,Ship,7,5,273,4,medium,M,9,1329,4,24,0
8286,Ship,4,3,253,6,low,F,4,1788,4,24,0
8287,Ship,6,2,279,4,medium,F,4,1148,4,24,1
8288,Ship,4,2,235,5,low,M,8,1021,4,24,1
8289,Ship,4,1,255,5,low,F,9,1793,4,24,0
8290,Ship,7,5,301,4,low,F,7,1727,4,24,1
8291,Ship,7,1,245,4,medium,M,4,1653,4,24,0
8292,Ship,7,5,265,4,low,F,1,1601,4,24,1
8293,Ship,4,4,252,5,medium,M,2,1995,4,24,0
8294,Ship,6,1,281,4,medium,M,2,1592,4,24,1
8295,Ship,6,2,269,4,medium,F,10,1166,4,24,1
8296,Ship,4,2,271,5,medium,M,4,1633,4,24,0
8297,Ship,5,2,239,5,medium,F,6,1365,4,24,0
8298,Ship,7,5,293,4,low,F,2,1080,4,24,0
8299,Ship,4,1,165,5,medium,F,1,4170,4,24,0
8300,Ship,3,3,202,4,low,F,9,4917,4,24,1
8301,Ship,4,4,201,3,low,F,2,5385,4,24,1
8302,Ship,5,5,161,3,low,F,5,4702,4,24,1
8303,Ship,5,5,193,3,low,F,3,5037,4,24,1
8304,Ship,3,1,152,3,low,M,1,4949,4,24,0
8305,Ship,4,4,189,2,medium,M,3,5837,4,24,0
8306,Ship,3,1,159,3,low,M,10,4784,4,24,0
8307,Ship,5,1,259,3,low,M,1,5725,4,24,1
8308,Ship,3,2,224,3,medium,M,8,5869,4,24,1
8309,Ship,4,4,172,2,medium,F,3,5538,4,24,0
8310,Ship,4,5,148,3,medium,F,5,5216,4,24,1
8311,Ship,4,3,274,3,medium,F,8,4276,4,24,1
8312,Ship,3,1,207,4,low,F,9,5889,4,24,1
8313,Ship,4,5,159,5,medium,F,2,5654,4,24,0
8314,Ship,3,1,198,3,low,M,3,4965,4,24,0
8315,Ship,4,5,196,2,medium,F,3,5505,4,24,1
8316,Ship,5,1,137,2,low,M,9,4580,4,24,0
8317,Ship,3,3,192,3,medium,M,4,5479,4,24,1
8318,Ship,3,4,214,3,low,F,1,5722,4,24,1
8319,Ship,6,3,267,4,medium,M,2,5917,4,24,0
8320,Ship,3,5,205,3,medium,F,9,4565,4,24,0
8321,Ship,2,4,102,4,medium,F,6,5421,4,24,1
8322,Ship,3,2,150,2,medium,M,5,5264,4,24,1
8323,Ship,5,1,176,3,low,M,3,5919,4,24,1
8324,Ship,3,3,169,3,high,M,1,4647,4,24,1
8325,Ship,4,4,151,3,medium,F,5,4732,4,24,1
8326,Ship,3,5,243,3,low,M,1,4623,4,24,1
8327,Ship,4,2,150,2,low,F,2,5301,4,24,1
8328,Ship,4,3,229,2,low,M,6,4226,4,24,0
8329,Ship,6,2,164,4,low,M,6,5264,4,24,1
8330,Ship,3,5,220,3,low,F,9,5672,4,24,0
8331,Ship,3,1,187,3,medium,M,7,4607,4,24,1
8332,Ship,5,4,255,3,low,F,1,5775,4,24,0
8333,Ship,5,4,252,3,medium,M,2,4162,4,24,1
8334,Ship,5,5,242,4,medium,F,2,5359,4,24,1
8335,Ship,3,1,162,3,low,M,7,5073,4,24,1
8336,Ship,3,2,219,3,medium,M,1,4918,4,24,0
8337,Ship,4,2,248,3,low,M,2,5028,4,24,0
8338,Ship,4,3,228,3,medium,F,1,5408,4,24,0
8339,Ship,4,4,149,2,medium,F,2,5881,4,24,1
8340,Ship,3,5,206,3,medium,F,9,5751,4,24,1
8341,Ship,3,1,204,3,medium,M,4,4619,4,24,0
8342,Ship,5,3,222,4,medium,M,2,4060,4,24,1
8343,Ship,3,5,248,2,medium,M,1,4108,4,24,0
8344,Ship,3,3,225,3,medium,F,7,4961,4,24,0
8345,Ship,3,2,244,2,high,F,9,4142,4,24,1
8346,Ship,2,3,184,4,medium,M,3,4719,4,24,1
8347,Ship,4,5,223,3,low,M,9,5649,4,24,0
8348,Ship,4,2,133,6,medium,F,9,4879,4,24,1
8349,Ship,4,3,164,4,medium,M,1,4257,4,24,1
8350,Ship,3,5,222,4,medium,F,9,4247,4,24,1
8351,Ship,2,1,198,2,low,M,8,4323,4,24,1
8352,Ship,5,5,198,3,low,F,5,4754,4,24,0
8353,Ship,5,1,193,6,medium,F,4,5964,4,24,1
8354,Ship,5,1,149,3,low,F,9,5173,4,24,0
8355,Ship,4,4,265,4,medium,F,6,4607,4,24,0
8356,Ship,3,3,187,2,low,F,7,4859,4,24,1
8357,Ship,4,5,198,2,medium,F,9,4108,4,24,1
8358,Ship,3,4,177,3,medium,F,1,4965,4,24,1
8359,Ship,5,3,255,4,low,F,5,5870,4,24,1
8360,Ship,3,2,141,2,medium,F,7,5231,4,24,1
8361,Ship,3,2,180,2,medium,F,4,4758,4,24,0
8362,Ship,3,4,254,3,high,M,4,5830,4,24,0
8363,Ship,2,3,211,2,medium,M,2,4611,4,24,1
8364,Ship,3,4,238,2,medium,M,7,5974,4,24,1
8365,Ship,4,4,239,3,medium,M,6,5632,4,24,1
8366,Ship,4,3,175,2,medium,M,3,4961,4,24,0
8367,Ship,5,2,238,2,low,M,5,5703,4,24,1
8368,Ship,6,4,268,4,medium,M,5,4126,4,24,0
8369,Ship,4,5,142,2,medium,M,10,5428,4,24,0
8370,Ship,3,2,186,2,medium,M,3,5712,4,24,1
8371,Ship,4,3,154,3,medium,F,4,4867,4,24,0
8372,Ship,4,4,229,2,low,F,9,5672,4,24,0
8373,Ship,3,4,264,3,low,M,8,4575,4,24,0
8374,Ship,4,3,196,3,medium,F,8,5541,4,24,1
8375,Ship,5,2,169,2,medium,M,4,6000,4,24,0
8376,Ship,3,5,168,3,low,M,8,5877,4,24,1
8377,Road,3,4,226,2,high,F,8,5793,4,24,1
8378,Road,5,4,189,2,low,F,4,5575,4,24,0
8379,Road,4,4,183,2,low,F,7,4572,4,24,0
8380,Road,3,1,228,2,low,F,7,4977,4,24,1
8381,Road,3,2,260,2,low,M,7,5553,4,24,0
8382,Road,4,2,112,2,medium,F,8,4599,4,24,1
8383,Road,5,5,221,3,medium,M,9,5295,4,24,1
8384,Road,4,5,258,3,low,M,8,4046,4,24,0
8385,Road,4,2,133,3,medium,F,5,5950,4,24,1
8386,Road,3,1,139,3,low,F,4,4666,4,24,1
8387,Road,5,1,251,4,medium,M,10,5931,4,24,1
8388,Road,5,1,258,3,high,M,3,4908,4,24,1
8389,Road,4,2,229,2,medium,F,7,4855,4,24,0
8390,Road,6,4,220,4,low,M,5,5465,4,24,0
8391,Road,5,3,160,3,low,F,10,4416,4,24,0
8392,Road,3,1,154,3,medium,M,4,4631,4,24,1
8393,Road,5,3,197,5,low,F,1,5581,4,24,1
8394,Road,4,4,141,3,low,M,10,4289,4,24,1
8395,Road,3,2,199,2,medium,F,7,5531,4,24,0
8396,Road,4,3,187,6,low,F,9,5872,4,24,1
8397,Road,3,4,136,3,medium,M,6,4631,4,24,1
8398,Road,3,4,232,5,medium,M,9,5759,4,24,1
8399,Flight,3,2,257,2,low,F,9,5085,4,24,0
8400,Flight,4,1,156,2,medium,M,4,5225,4,24,1
8401,Flight,3,5,179,3,low,M,2,4913,4,24,1
8402,Flight,5,5,182,3,low,F,9,5388,4,24,1
8403,Flight,4,4,209,6,low,F,7,4852,4,24,1
8404,Flight,5,5,137,3,medium,F,5,4814,4,24,1
8405,Flight,5,2,174,5,medium,M,8,4656,4,24,1
8406,Flight,3,4,251,3,medium,M,5,5608,4,24,0
8407,Flight,5,4,220,2,medium,M,8,5073,4,24,1
8408,Flight,3,3,196,4,low,F,9,5631,4,24,0
8409,Flight,3,1,162,3,medium,F,10,5726,4,24,1
8410,Flight,4,2,242,2,medium,F,8,5243,4,24,0
8411,Flight,4,3,226,3,medium,M,10,5305,4,24,1
8412,Flight,3,1,101,3,medium,M,7,4275,4,24,0
8413,Flight,5,2,226,3,medium,F,1,5451,4,24,1
8414,Flight,5,3,280,6,high,M,5,4585,4,24,1
8415,Flight,4,2,257,2,high,M,3,4108,4,24,0
8416,Flight,5,5,185,5,low,M,5,4078,4,24,1
8417,Flight,3,2,199,3,low,F,8,5431,4,24,1
8418,Flight,3,2,273,3,high,M,8,5754,4,24,0
8419,Flight,4,5,229,4,medium,F,6,4157,4,24,1
8420,Flight,3,3,199,3,medium,F,1,4006,4,24,0
8421,Ship,3,1,151,3,low,F,7,4072,4,24,1
8422,Ship,5,1,213,2,high,F,10,5607,4,24,0
8423,Ship,3,4,151,3,medium,F,3,4938,4,24,1
8424,Ship,4,2,212,3,low,M,5,5413,4,24,1
8425,Ship,4,3,175,3,low,F,9,4840,4,24,0
8426,Ship,3,3,182,4,low,F,2,4746,4,24,0
8427,Ship,5,2,211,2,medium,F,2,5077,4,24,1
8428,Ship,3,1,160,3,medium,F,5,5524,4,24,1
8429,Ship,3,5,268,2,medium,F,10,5895,4,24,1
8430,Ship,3,5,188,4,medium,M,3,4033,4,24,1
8431,Ship,3,2,234,3,medium,M,5,4757,4,24,0
8432,Ship,5,1,151,4,low,M,5,4549,4,24,1
8433,Ship,3,3,150,2,medium,M,9,4100,4,24,1
8434,Ship,3,5,268,3,low,F,6,4172,4,24,0
8435,Ship,2,4,248,3,low,F,7,4142,4,24,1
8436,Ship,3,3,232,2,medium,F,8,5544,4,24,0
8437,Ship,5,2,164,3,medium,F,6,4302,4,24,1
8438,Ship,3,3,211,3,medium,M,3,5379,4,24,0
8439,Ship,3,5,195,2,medium,F,9,5832,4,24,1
8440,Ship,4,5,208,2,low,F,4,5831,5,24,1
8441,Ship,3,1,176,2,medium,F,4,5726,5,24,1
8442,Ship,5,2,258,3,medium,F,8,4921,5,24,1
8443,Ship,4,4,224,3,medium,F,1,4231,5,24,1
8444,Ship,4,4,263,3,medium,M,1,5283,5,24,0
8445,Ship,3,1,203,10,medium,F,7,5917,5,24,0
8446,Ship,4,4,266,7,medium,F,10,5901,5,24,1
8447,Ship,6,1,189,3,medium,F,9,5316,5,24,1
8448,Ship,3,1,242,8,medium,F,8,5401,5,24,1
8449,Ship,4,2,265,4,medium,F,3,4120,5,24,0
8450,Ship,3,2,138,10,low,M,1,5721,5,24,0
8451,Ship,4,4,268,3,low,F,9,4118,5,24,0
8452,Ship,4,3,211,7,high,M,9,5652,5,24,0
8453,Ship,6,3,137,8,low,F,6,5992,5,24,0
8454,Ship,4,5,234,5,low,F,2,1087,5,24,0
8455,Ship,5,4,242,5,low,M,1,1571,5,24,0
8456,Ship,7,2,307,4,low,M,8,1551,5,24,1
8457,Ship,6,1,260,4,low,F,6,1766,5,24,1
8458,Ship,4,4,239,5,low,F,6,1239,5,24,1
8459,Ship,6,2,305,4,low,F,9,1567,5,24,1
8460,Ship,5,2,254,6,low,M,5,1885,5,24,1
8461,Ship,2,1,258,5,low,M,10,1221,5,24,0
8462,Ship,5,3,267,6,low,F,8,1421,5,24,0
8463,Ship,4,3,246,5,low,M,7,1134,5,24,1
8464,Ship,4,3,246,5,low,F,1,1673,5,24,0
8465,Ship,4,4,261,5,medium,F,2,1690,5,24,0
8466,Ship,5,5,239,5,low,M,6,1887,5,24,0
8467,Ship,5,5,245,5,low,M,5,1381,5,24,0
8468,Ship,5,1,237,5,medium,F,8,1150,5,24,0
8469,Ship,7,3,307,4,low,F,1,1589,5,24,0
8470,Ship,5,4,252,5,low,M,2,1847,5,24,0
8471,Ship,5,2,225,5,low,M,5,1015,5,24,1
8472,Ship,6,4,258,4,low,M,9,1104,5,24,1
8473,Ship,7,5,254,4,medium,F,6,1491,5,24,0
8474,Ship,5,1,232,5,low,M,6,1427,5,24,1
8475,Ship,7,1,255,4,medium,F,8,1088,5,24,0
8476,Ship,5,3,235,5,low,M,4,1990,5,24,1
8477,Ship,7,1,269,4,medium,M,4,1118,5,24,0
8478,Ship,3,1,211,3,medium,M,1,4889,5,24,0
8479,Ship,3,4,195,2,medium,F,10,4031,5,24,1
8480,Ship,4,5,208,2,low,M,1,4039,5,24,1
8481,Ship,3,5,176,2,medium,F,8,5597,5,24,0
8482,Ship,5,1,258,3,medium,F,8,5694,5,24,1
8483,Ship,4,3,224,3,medium,F,6,5054,5,24,0
8484,Ship,4,3,263,3,medium,M,3,4677,5,24,1
8485,Ship,3,5,203,10,medium,F,1,4996,5,24,1
8486,Ship,4,4,266,7,medium,M,3,5672,5,24,0
8487,Ship,6,3,189,3,medium,F,3,5062,5,24,1
8488,Ship,3,1,242,8,medium,M,4,4943,5,24,1
8489,Ship,4,2,265,4,medium,F,10,4575,5,24,0
8490,Ship,3,1,138,10,low,F,4,4496,5,24,0
8491,Ship,4,3,268,3,low,F,10,5998,5,24,1
8492,Ship,4,1,211,7,high,M,4,4476,5,24,0
8493,Ship,6,4,137,8,low,F,9,4374,5,24,0
8494,Ship,4,5,234,5,low,F,3,1469,5,24,0
8495,Ship,5,1,242,5,low,F,8,1815,5,24,1
8496,Ship,7,1,307,4,low,M,4,1371,5,24,0
8497,Ship,6,3,260,4,low,F,1,1775,5,24,1
8498,Ship,4,5,239,5,low,M,6,1336,5,24,1
8499,Ship,6,2,305,4,low,M,2,1196,5,24,1
8500,Ship,5,1,254,6,low,M,1,1021,5,24,1
8501,Ship,2,3,258,5,low,F,6,1727,5,24,1
8502,Ship,5,1,267,6,low,M,3,1803,5,24,1
8503,Ship,4,5,246,5,low,F,2,1024,5,24,0
8504,Ship,4,3,246,5,low,M,5,1395,5,24,1
8505,Ship,4,4,261,5,medium,F,2,1829,5,24,1
8506,Ship,5,3,239,5,low,M,10,1784,5,24,1
8507,Ship,5,5,245,5,low,M,10,1289,5,24,0
8508,Ship,5,3,237,5,medium,F,4,1567,5,24,1
8509,Ship,7,1,307,4,low,M,2,1983,5,24,1
8510,Ship,5,1,252,5,low,M,4,1308,5,24,1
8511,Ship,5,4,225,5,low,F,6,2000,5,24,1
8512,Ship,6,3,281,4,medium,F,8,1884,5,24,1
8513,Ship,6,5,269,4,medium,F,7,1249,5,24,0
8514,Road,4,1,271,5,medium,F,3,1328,5,24,1
8515,Road,5,2,239,5,medium,F,6,1310,5,24,0
8516,Road,7,5,308,4,medium,M,1,1477,5,24,0
8517,Road,6,1,256,4,low,F,7,1372,5,24,0
8518,Road,4,5,251,5,medium,F,7,1070,5,24,0
8519,Road,5,3,270,5,medium,M,9,1764,5,24,0
8520,Road,6,4,289,4,low,F,1,1656,5,24,1
8521,Road,6,4,253,4,medium,F,6,1961,5,24,1
8522,Road,7,3,305,4,medium,F,5,1198,5,24,1
8523,Road,3,4,219,6,low,F,2,1837,5,24,1
8524,Road,4,1,231,5,medium,F,10,1144,5,24,1
8525,Road,6,4,298,4,medium,F,8,1437,5,24,0
8526,Road,6,5,282,4,low,M,4,1035,5,24,1
8527,Road,5,3,240,5,low,M,4,1389,5,24,1
8528,Road,5,2,223,5,medium,F,6,1883,5,24,1
8529,Road,4,1,226,5,low,M,9,1530,5,24,1
8530,Road,5,5,253,5,low,F,4,1482,5,24,1
8531,Road,6,4,249,4,low,M,2,1516,5,24,1
8532,Road,6,4,294,4,medium,M,5,1174,5,24,1
8533,Road,5,1,225,5,low,M,2,1812,5,24,1
8534,Road,6,5,253,4,low,M,2,1893,5,24,0
8535,Road,5,1,236,5,medium,M,10,1961,5,24,1
8536,Flight,7,2,284,4,low,F,1,1085,5,24,0
8537,Flight,5,2,244,5,low,M,1,1875,5,24,0
8538,Flight,6,3,269,4,low,F,4,1948,5,24,0
8539,Flight,6,5,308,4,low,F,7,1078,5,24,1
8540,Flight,6,4,270,4,low,F,10,1698,5,24,1
8541,Flight,5,3,238,5,low,M,1,1871,5,24,0
8542,Flight,4,5,295,3,low,F,2,1693,5,24,1
8543,Flight,2,2,310,3,low,M,1,1549,5,24,0
8544,Flight,6,2,290,4,medium,M,1,1111,5,24,1
8545,Flight,7,2,288,4,high,M,4,1321,5,24,1
8546,Flight,6,5,299,4,low,M,2,1192,5,24,1
8547,Flight,6,5,243,4,low,F,6,1898,5,24,0
8548,Flight,5,3,229,5,low,F,1,1196,5,24,1
8549,Flight,6,2,288,4,medium,M,9,1405,5,24,0
8550,Flight,6,3,276,4,low,M,6,1670,5,24,0
8551,Flight,7,4,270,4,medium,F,5,1735,5,24,1
8552,Flight,4,3,246,5,medium,M,10,1646,5,24,0
8553,Flight,5,5,269,5,low,M,5,1742,5,24,1
8554,Flight,5,3,241,5,low,F,2,1834,5,24,0
8555,Flight,4,4,248,5,medium,M,2,1651,5,24,1
8556,Flight,6,2,271,4,medium,M,3,1636,5,24,1
8557,Flight,4,5,250,5,medium,M,6,1662,5,24,1
8558,Ship,5,5,229,5,medium,M,2,1975,5,24,0
8559,Ship,7,3,296,4,low,M,4,1392,5,24,1
8560,Ship,6,1,307,4,low,F,3,1977,5,24,1
8561,Ship,7,1,258,4,low,F,3,1482,5,24,1
8562,Ship,6,2,255,4,medium,F,3,1355,5,24,1
8563,Ship,5,3,163,3,medium,M,1,1836,5,24,1
8564,Ship,5,5,265,6,low,M,4,1937,5,24,0
8565,Ship,4,3,269,5,low,M,2,1273,5,24,0
8566,Ship,6,3,273,5,low,M,8,1746,5,24,0
8567,Ship,5,5,257,5,low,M,5,1657,5,24,1
8568,Ship,6,3,258,4,medium,M,9,1924,5,24,1
8569,Ship,5,3,140,5,medium,F,6,1823,5,24,1
8570,Ship,5,2,268,5,medium,F,2,1061,5,24,0
8571,Ship,6,4,279,4,low,F,5,1241,5,24,1
8572,Ship,4,3,225,5,medium,M,3,1224,5,24,1
8573,Ship,6,4,296,4,medium,M,5,1782,5,24,0
8574,Ship,5,3,162,4,low,F,6,1968,5,24,1
8575,Ship,4,3,208,3,medium,F,7,4525,5,24,0
8576,Ship,4,2,185,2,medium,F,3,5356,5,24,1
8577,Ship,4,4,270,2,medium,F,6,5221,5,24,1
8578,Ship,3,1,266,3,low,F,8,4574,5,24,1
8579,Ship,4,5,148,2,low,M,2,4883,5,24,0
8580,Ship,4,5,201,3,low,F,1,5898,5,24,0
8581,Ship,4,1,171,2,medium,F,1,5717,5,24,1
8582,Ship,4,3,236,3,low,M,1,4752,5,24,1
8583,Ship,4,4,220,3,low,F,4,5622,5,24,1
8584,Ship,4,2,161,4,low,F,9,4713,5,24,0
8585,Ship,5,1,241,3,low,M,7,5342,5,24,1
8586,Ship,5,4,208,2,low,M,9,4569,5,24,1
8587,Ship,6,5,150,3,medium,M,3,5747,5,24,1
8588,Ship,4,3,233,2,medium,F,3,4748,5,24,1
8589,Ship,2,2,98,5,medium,M,10,4368,5,24,1
8590,Ship,3,2,271,5,low,M,5,4880,5,24,1
8591,Ship,2,2,247,3,low,F,4,4686,5,24,0
8592,Ship,3,5,218,4,low,M,4,5330,5,24,1
8593,Ship,5,3,182,4,medium,M,5,4770,5,24,0
8594,Ship,4,2,261,2,medium,F,4,5926,5,24,0
8595,Ship,5,1,167,3,low,M,9,4660,5,24,1
8596,Ship,3,3,206,3,low,F,3,5746,5,24,0
8597,Ship,6,4,257,6,low,F,7,4265,5,24,1
8598,Ship,4,3,185,5,low,F,9,5648,5,24,1
8599,Ship,5,2,183,5,high,F,8,4820,5,24,1
8600,Ship,5,1,185,3,medium,F,7,4855,5,24,0
8601,Ship,3,5,178,3,low,F,7,4135,5,24,1
8602,Ship,4,4,258,3,high,M,10,4958,5,24,0
8603,Ship,4,1,238,4,medium,F,10,4860,5,24,1
8604,Ship,3,2,209,2,low,M,9,5203,5,24,1
8605,Ship,2,3,260,2,low,F,1,4547,5,24,1
8606,Ship,4,5,247,2,medium,F,9,4656,5,24,1
8607,Ship,3,3,261,3,low,M,2,5629,5,24,0
8608,Ship,4,5,243,4,low,F,1,5328,5,24,1
8609,Ship,5,1,160,4,medium,M,5,5841,5,24,1
8610,Ship,5,2,203,2,medium,F,2,4712,5,24,0
8611,Ship,3,5,220,4,low,F,5,5677,5,24,1
8612,Ship,3,2,233,3,medium,M,7,5838,5,24,1
8613,Ship,4,4,101,5,low,F,8,4192,5,24,1
8614,Ship,5,4,191,4,low,M,8,4566,5,24,0
8615,Ship,3,3,265,3,low,F,10,4093,5,24,0
8616,Ship,4,3,249,3,low,M,4,4811,5,24,1
8617,Ship,4,4,184,3,low,F,10,5705,5,24,0
8618,Ship,5,5,182,3,medium,F,10,5060,5,24,1
8619,Ship,5,5,198,2,high,M,3,5249,5,24,1
8620,Ship,3,1,110,4,medium,F,6,5474,5,24,0
8621,Ship,4,3,268,2,low,F,4,5280,5,24,0
8622,Ship,4,3,146,3,medium,F,10,5372,5,24,1
8623,Ship,5,2,235,2,low,F,10,4938,5,24,1
8624,Ship,5,2,270,3,low,M,3,5266,5,24,0
8625,Ship,4,4,174,2,low,F,1,4541,5,24,0
8626,Ship,4,2,239,4,low,F,10,5528,5,24,0
8627,Ship,3,4,236,4,high,F,9,4744,5,24,1
8628,Ship,4,5,162,2,medium,F,9,5345,5,24,0
8629,Ship,3,4,260,3,low,F,8,5215,5,24,1
8630,Ship,3,1,217,3,low,F,1,4177,5,24,0
8631,Ship,5,3,232,3,medium,M,3,4526,5,24,1
8632,Ship,4,5,260,3,medium,F,6,4221,5,24,1
8633,Ship,4,2,184,3,medium,F,5,5931,5,24,0
8634,Ship,5,4,145,4,low,M,4,4790,5,24,1
8635,Ship,5,1,189,2,medium,M,10,5248,5,24,1
8636,Ship,5,3,150,2,high,F,9,4446,5,24,1
8637,Ship,3,3,200,3,low,M,3,5739,5,24,1
8638,Ship,5,1,133,2,medium,M,1,4643,5,24,1
8639,Ship,4,2,260,3,low,M,4,5504,5,24,0
8640,Ship,4,2,195,2,medium,M,10,4640,5,24,1
8641,Ship,4,3,245,4,medium,M,4,5940,5,24,1
8642,Ship,6,3,166,4,low,M,10,5783,5,24,0
8643,Ship,3,5,245,4,low,M,8,5600,5,24,1
8644,Ship,6,2,130,5,low,M,3,5654,5,24,1
8645,Ship,3,5,204,4,low,M,6,4879,5,24,0
8646,Ship,4,2,210,3,low,M,8,5672,5,24,0
8647,Ship,3,5,264,4,medium,F,8,4324,5,24,1
8648,Ship,5,2,141,2,medium,F,1,4287,5,24,1
8649,Ship,3,5,162,3,medium,F,1,4432,5,24,1
8650,Ship,4,5,137,2,low,M,6,4055,5,24,0
8651,Road,4,3,141,2,low,F,8,4331,5,24,1
8652,Road,6,3,127,3,medium,F,7,5574,5,24,0
8653,Road,2,2,270,4,low,M,6,5585,5,24,1
8654,Road,3,4,185,4,medium,F,6,5322,5,24,1
8655,Road,4,1,241,3,low,M,6,5836,5,24,1
8656,Road,3,2,124,5,medium,M,10,5348,5,24,1
8657,Road,3,4,228,4,medium,M,6,4947,5,24,1
8658,Road,5,4,140,3,medium,M,4,4623,5,24,1
8659,Road,6,3,192,4,low,M,9,5239,5,24,0
8660,Road,4,2,253,5,low,F,3,4676,5,24,0
8661,Road,3,4,287,5,medium,F,9,5308,5,24,1
8662,Road,3,4,162,5,low,F,1,4240,5,24,0
8663,Road,3,4,156,3,low,M,4,4628,5,24,1
8664,Road,4,3,187,4,low,M,4,4757,5,24,1
8665,Road,6,3,171,3,low,F,1,4952,5,24,1
8666,Road,6,2,240,6,low,M,3,5967,5,24,0
8667,Road,3,3,250,4,medium,M,1,4717,5,24,1
8668,Road,4,5,180,4,high,F,10,5176,5,24,0
8669,Road,3,1,242,4,low,M,10,4809,5,24,0
8670,Road,3,1,162,4,medium,F,4,5683,5,24,1
8671,Road,5,5,210,3,medium,M,8,5906,5,24,0
8672,Road,4,1,189,2,medium,M,4,4122,5,24,1
8673,Flight,4,5,187,2,low,M,6,4316,5,24,0
8674,Flight,4,1,179,2,medium,F,7,4605,5,24,1
8675,Flight,2,1,199,2,low,F,10,5345,5,24,1
8676,Flight,5,1,158,4,medium,F,4,5687,5,24,0
8677,Flight,3,4,181,3,low,M,10,5276,5,24,0
8678,Flight,3,5,238,2,low,F,8,5769,5,24,1
8679,Flight,5,5,225,4,high,F,3,5274,5,24,0
8680,Flight,5,1,172,2,medium,F,3,4892,5,24,1
8681,Flight,4,2,199,3,low,M,4,4070,5,24,1
8682,Flight,4,4,248,3,high,F,10,4532,5,24,1
8683,Flight,3,2,226,3,low,F,5,5484,5,24,1
8684,Flight,4,1,177,3,medium,F,6,5215,5,24,1
8685,Flight,3,4,238,2,low,M,5,4349,5,24,0
8686,Flight,4,5,161,3,low,F,5,4732,5,24,1
8687,Flight,2,1,271,3,low,M,1,4537,5,24,1
8688,Flight,5,2,254,3,medium,F,8,5892,5,24,0
8689,Flight,4,2,238,2,low,M,1,5229,5,24,1
8690,Flight,5,5,169,3,medium,M,2,5942,5,24,0
8691,Flight,3,3,168,2,high,M,10,5334,5,24,0
8692,Flight,2,5,243,3,high,M,7,4486,5,24,1
8693,Flight,4,5,195,3,medium,M,7,4835,5,24,1
8694,Flight,3,2,227,3,high,M,5,4167,5,24,0
8695,Ship,3,2,199,3,medium,F,10,5768,5,24,0
8696,Ship,3,2,160,3,low,F,7,4468,5,24,1
8697,Ship,2,2,160,6,medium,F,9,4972,5,24,0
8698,Ship,4,4,251,4,low,F,10,5984,5,24,1
8699,Ship,6,2,225,4,low,M,6,5787,5,24,0
8700,Ship,4,3,260,4,low,F,5,5307,5,24,1
8701,Ship,4,2,263,3,medium,M,4,4935,5,24,0
8702,Ship,5,5,196,3,medium,M,7,4084,5,24,0
8703,Ship,4,2,184,2,medium,F,10,5959,5,24,1
8704,Ship,5,5,231,2,medium,F,6,5862,5,24,1
8705,Ship,3,1,153,2,low,M,7,5292,5,24,0
8706,Ship,3,1,173,2,low,F,7,4684,5,24,1
8707,Ship,3,1,159,3,low,F,3,5044,5,24,1
8708,Ship,5,4,137,2,low,M,7,5338,5,24,0
8709,Ship,3,1,249,2,medium,M,9,5987,5,24,0
8710,Ship,3,5,247,3,medium,M,10,4286,5,24,0
8711,Ship,3,2,205,3,high,M,3,4563,5,24,0
8712,Ship,3,2,209,3,medium,M,5,4999,5,24,1
8713,Ship,3,2,247,2,high,M,1,4242,5,24,1
8714,Ship,4,3,225,2,medium,F,2,4169,5,24,0
8715,Ship,3,5,150,10,low,M,2,5042,5,24,1
8716,Ship,5,2,210,7,medium,F,4,4525,5,24,0
8717,Ship,3,2,247,2,low,F,2,4677,5,24,1
8718,Ship,5,5,167,3,medium,M,9,4319,5,24,0
8719,Ship,4,5,233,3,medium,F,7,5604,5,24,0
8720,Ship,2,5,204,10,low,F,1,4709,5,24,1
8721,Ship,5,5,140,8,medium,M,2,4793,5,24,0
8722,Ship,6,3,218,6,high,M,8,5879,5,24,1
8723,Ship,3,3,250,3,low,M,9,4993,5,24,1
8724,Ship,3,4,225,4,low,M,10,4460,5,24,0
8725,Ship,7,1,308,4,medium,F,2,1504,5,24,1
8726,Ship,6,5,256,4,low,F,2,1163,5,24,1
8727,Ship,4,3,251,5,medium,M,2,1482,5,24,1
8728,Ship,5,3,270,5,medium,F,8,1862,5,24,1
8729,Ship,6,5,289,4,low,M,5,1600,5,24,0
8730,Ship,6,3,253,4,medium,F,9,1823,5,24,1
8731,Ship,7,2,305,4,medium,M,7,1813,5,24,1
8732,Ship,3,3,219,6,low,M,10,1116,5,24,1
8733,Ship,4,2,231,5,medium,M,8,1562,5,24,1
8734,Ship,6,5,298,4,medium,F,5,1804,5,24,1
8735,Ship,6,5,282,4,low,M,5,1364,5,24,0
8736,Ship,5,1,240,5,low,M,2,1400,5,24,0
8737,Ship,5,3,223,5,medium,M,4,1817,5,24,1
8738,Ship,4,4,226,5,low,M,1,1761,5,24,1
